signal_time,entry_time,exit_time,dir,entry,exit,qty,gross_pnl,fees,funding,pnl,hold_hours,bars_held,reason
2026-01-23 12:00:00+00:00,2026-01-23 16:00:00+00:00,2026-01-27 20:00:00+00:00,short,89697.0294,89084.03228037058,0.050608781975777895,31.023037579105203,-4.071551297390988,1.8435958498424234,28.79508213155664,100.0,25,trailing_stop
2026-01-27 20:00:00+00:00,2026-01-28 00:00:00+00:00,2026-01-31 16:00:00+00:00,short,89207.0784,80263.12618973867,0.027583291510877236,246.70364107499293,-2.1035457250230447,2.0545360335869223,246.6546313835568,88.0,22,profit_target_50pct
2026-01-27 20:00:00+00:00,2026-01-28 00:00:00+00:00,2026-02-02 04:00:00+00:00,short,89207.0784,76263.6256,0.027583291510877236,357.02303173968016,-2.053901999223936,2.7044284124422147,357.67355815289847,124.0,30,max_hold_time
2026-02-02 00:00:00+00:00,2026-02-02 04:00:00+00:00,2026-02-06 16:00:00+00:00,short,76248.3744,69593.82281029086,0.031753253440307855,211.30366315963784,-2.083933912639376,0.667401572118158,209.88713081911663,108.0,27,trailing_stop
2026-02-06 16:00:00+00:00,2026-02-06 20:00:00+00:00,2026-02-12 00:00:00+00:00,short,70670.9322,67064.7058,0.023388721813435504,84.34502606586697,-1.4496572344401253,-0.9512967607454194,81.94407207068143,124.0,30,max_hold_time
2026-02-11 20:00:00+00:00,2026-02-12 00:00:00+00:00,2026-02-17 04:00:00+00:00,short,67051.2942,68454.8448,0.036636956233924545,-51.42182190429862,-2.2340396177869932,2.115795618379424,-51.540065903706186,124.0,30,max_hold_time
2026-02-23 16:00:00+00:00,2026-02-23 20:00:00+00:00,2026-02-25 00:00:00+00:00,short,64263.573000000004,66226.43030618898,0.06041761195328403,-118.591151044994,-3.5477524725912337,0.8871351928792544,-121.25176832470598,28.0,7,trailing_stop
2026-02-25 00:00:00+00:00,2026-02-25 04:00:00+00:00,2026-02-25 16:00:00+00:00,short,65350.4643,68773.51176707174,0.05263428410359486,-180.16965288194498,-3.176783757638105,0.3684620937717864,-182.9779745458113,12.0,3,stop
2026-02-27 08:00:00+00:00,2026-02-27 12:00:00+00:00,2026-02-28 20:00:00+00:00,short,66096.3897,67470.54586971906,0.04670584162800449,-64.1811204350438,-2.80726026275573,-0.6060908859692024,-67.59447158376874,32.0,8,trailing_stop
2026-03-06 12:00:00+00:00,2026-03-06 16:00:00+00:00,2026-03-09 12:00:00+00:00,short,68477.1516,69219.3689335415,0.039488065990947216,-29.308727046511596,-2.446816180298537,0.9150933611971659,-30.840449865612968,68.0,17,trailing_stop
2026-03-22 04:00:00+00:00,2026-03-22 08:00:00+00:00,2026-03-23 08:00:00+00:00,short,68867.11260000001,70722.35129605586,0.05936627858477139,-110.13861727129965,-3.7291081505184636,-0.5094284752897027,-114.37715389710782,24.0,6,trailing_stop
2026-03-23 08:00:00+00:00,2026-03-23 12:00:00+00:00,2026-03-28 16:00:00+00:00,short,70068.9924,67002.69959999999,0.047981048774258364,147.12394439295772,-2.9595795927399537,3.2055128915746187,147.3698776917924,124.0,30,max_hold_time
